"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"417","Lions DST","DET","dst","8","@PHI","5.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5684","0.0213","0.5077","0.9038","0.4444","0.0793","101.5308","0.0363","0.0148","0.035","0.1069","0.2835","0.2581","0.2018","0.1","0","0","0","0","0","0","0","0","0","0"
"418","Dolphins DST","MIA","dst","12","WAS","5.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0784","0.0215","0.7152","0.8505","0.416","0.0966","96.3839","0.035","0.0148","0.0349","0.1293","0.2826","0.2573","0.1815","0.0997","0","0","0","0","0","0","0","0","0","0"
"419","Cardinals DST","ARZ","dst","8","SF","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0045","0.0237","0.8089","0.9156","0.4515","0.1074","88.4654","0.0324","0.0139","0.0328","0.0934","0.2659","0.2421","0.1893","0.1626","0","0","0","0","0","0","0","0","0","0"
"420","Browns DST","CLV","dst","9","BLT","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4358","0.0206","0.4823","0.8883","0.434","0.076","78.7174","0.0313","0.0148","0.0349","0.1293","0.2826","0.2573","0.1815","0.0997","0","0","0","0","0","0","0","0","0","0"
"421","Chiefs DST","KC","dst","10","@DEN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5003","0.0229","0.6642","0.786","0.3879","0.0885","98.4658","0.0363","0.0144","0.034","0.1963","0.275","0.2504","0.1663","0.0637","0","0","0","0","0","0","0","0","0","0"
"422","Commanders DST","WAS","dst","12","@MIA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9527","0.0208","0.8039","0.8186","0.4062","0.1047","92.4751","0.0336","0.0139","0.0328","0.0934","0.2659","0.2421","0.1893","0.1626","0","0","0","0","0","0","0","0","0","0"
"423","Seahawks DST","SEA","dst","8","@LA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2131","0.0231","0.7129","0.9005","0.4485","0.0992","91.2411","0.0329","0.0136","0.0321","0.0914","0.2495","0.2369","0.2173","0.1591","0","0","0","0","0","0","0","0","0","0"
"424","Raiders DST","LV","dst","8","DAL","5.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0204","0.0233","0.6932","0.8836","0.4376","0.0957","84.9187","0.0311","0.014","0.0331","0.0942","0.2262","0.2443","0.224","0.1641","0","0","0","0","0","0","0","0","0","0"
"425","Giants DST","NYG","dst","14","GB","5.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9375","0.0227","0.6552","0.8728","0.4272","0.0914","88.2331","0.0324","0.0138","0.0326","0.0996","0.2641","0.2404","0.188","0.1615","0","0","0","0","0","0","0","0","0","0"
"426","Panthers DST","CAR","dst","14","@ATL","5.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4175","0.0225","0.704","0.7948","0.3891","0.0926","85.4946","0.0329","0.0148","0.0349","0.1293","0.2826","0.2573","0.1815","0.0997","0","0","0","0","0","0","0","0","0","0"
"427","Buccaneers DST","TB","dst","9","@BUF","4.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5993","0.0231","0.6409","0.8373","0.4088","0.0876","93.1504","0.0327","0.014","0.0331","0.0942","0.2262","0.2443","0.224","0.1641","0","0","0","0","0","0","0","0","0","0"
"428","Bengals DST","CIN","dst","10","@PIT","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8139","0.0206","0.5461","0.7992","0.3946","0.0789","85.548","0.0305","0.014","0.0331","0.0942","0.2262","0.2443","0.224","0.1641","0","0","0","0","0","0","0","0","0","0"
